结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品数量,业务类型,订单类型,订单总价,商品总价,运费,店铺劵,结算前退款金额,平台补贴,达人补贴,抖音支付补贴,抖音月付营销补贴,银行补贴,以旧换新抵扣,平台补贴运费,用户实付,收入合计,平台服务费,达人佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,其他分成说明,支出合计,是否免佣,免佣金额,备注,dyOrder
2024/7/14 11:42,'6931735549877426151,'6931735549877426151,391.02,聚合账户,已结算,否,2024/7/3 17:56,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931735549877426151
2024/7/14 11:42,'6932003642080564997,'6932003642080564997,293.02,聚合账户,已结算,否,2024/7/9 18:15,'3645602464511698399,1,小店自卖,普通订单,399,399,0,100,0,10.4,0,0,0,0,0,0,288.6,299,-5.98,0,0,0,0,0,0,,-5.98,,0,,''6932003642080564997
2024/7/14 11:27,'6931741905681913347,'6931741905681913347,185.22,聚合账户,已结算,否,2024/7/3 16:23,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931741905681913347
2024/7/14 11:19,'6931749235540498271,'6931749235540498271,106.82,聚合账户,已结算,否,2024/7/3 18:15,'3659700741888734656,1,小店自卖,普通订单,139,139,0,30,0,0,0,0,0,0,0,0,109,109,-2.18,0,0,0,0,0,0,,-2.18,,0,,''6931749235540498271
2024/7/14 12:52,'6931697997295981960,'6931697997295981960,185.22,聚合账户,已结算,否,2024/7/2 22:30,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931697997295981960
2024/7/14 12:51,'6931726961448589151,'6931726961448589151,283.22,聚合账户,已结算,否,2024/7/3 18:12,'3653768848580183172,1,小店自卖,普通订单,409,409,0,120,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931726961448589151
2024/7/14 12:42,'6931692434660595522,'6931692434660595522,195.02,聚合账户,已结算,否,2024/7/2 18:37,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931692434660595522
2024/7/14 12:41,'6931677211544131504,'6931677211544131504,244.02,聚合账户,已结算,否,2024/7/2 19:10,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931677211544131504
2024/7/14 12:34,'6931706142297560582,'6931706142297560582,391.02,聚合账户,已结算,否,2024/7/2 19:07,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931706142297560582
2024/7/14 12:18,'6931677404530086919,'6931677404530086919,146.02,聚合账户,已结算,否,2024/7/2 19:35,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,8,0,0,0,0,0,0,141,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931677404530086919
2024/7/14 14:00,'6931681833210025292,'6931681833210025292,234.22,聚合账户,已结算,否,2024/7/2 19:50,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931681833210025292
2024/7/14 13:53,'6931703721169261667,'6931703721169261667,146.02,聚合账户,已结算,否,2024/7/2 18:50,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0.3,0,0,0,0,148.7,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931703721169261667
2024/7/14 13:49,'6931724858996430338,'6931724858996430338,106.82,聚合账户,已结算,否,2024/7/3 16:06,'3659700741888734656,1,小店自卖,普通订单,139,139,0,30,0,0,0,0,0,0,0,0,109,109,-2.18,0,0,0,0,0,0,,-2.18,,0,,''6931724858996430338
2024/7/14 13:48,'6931793752196453581,'6931793752196453581,273.42,聚合账户,已结算,否,2024/7/4 17:17,'3653768848580183172,1,小店自卖,普通订单,399,399,0,120,0,0,0,0,0,0,0,0,279,279,-5.58,0,0,0,0,0,0,,-5.58,,0,,''6931793752196453581
2024/7/14 13:19,'6931690655964599381,'6931690655964599381,244.02,聚合账户,已结算,否,2024/7/2 22:08,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,3,0,0,30,0,0,0,216,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931690655964599381
2024/7/14 13:17,'6931759981733222328,'6931759981733222328,185.22,聚合账户,已结算,否,2024/7/4 19:01,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,30,0,0,0,159,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931759981733222328
2024/7/14 13:15,'6931731018333689655,'6931731018333689655,146.02,聚合账户,已结算,否,2024/7/3 16:40,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931731018333689655
2024/7/14 15:48,'6931878671918241516,'6931878671918241516,391.02,聚合账户,已结算,否,2024/7/6 17:59,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931878671918241516
2024/7/14 15:40,'6931679715279115699,'6931679715279115699,195.02,聚合账户,已结算,否,2024/7/2 18:43,'3620016564239264842,1,小店自卖,普通订单,239,239,0,40,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931679715279115699
2024/7/14 15:39,'6931735378143548862,'6931735378143548862,185.22,聚合账户,已结算,否,2024/7/3 17:28,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931735378143548862
2024/7/14 15:39,'6931744250835375206,'6931744250835375206,371.42,聚合账户,已结算,否,2024/7/3 16:49,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931744250835375206
2024/7/14 15:33,'6931677381849912529,'6931677381849912529,234.22,聚合账户,已结算,否,2024/7/2 18:56,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931677381849912529
2024/7/14 15:33,'6931742425959372639,'6931742425959372639,195.02,聚合账户,已结算,否,2024/7/3 18:15,'3620016564239264842,1,小店自卖,普通订单,239,239,0,40,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931742425959372639
2024/7/14 15:32,'6931834020712289432,'6931834020712289432,371.42,聚合账户,已结算,否,2024/7/5 19:17,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931834020712289432
2024/7/14 15:26,'6931706175611475855,'6931706175611475855,185.22,聚合账户,已结算,否,2024/7/2 19:06,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931706175611475855
2024/7/14 15:23,'6931668083544889152,'6931668083544889152,116.62,聚合账户,已结算,否,2024/7/2 20:08,'3621112255317429906,1,小店自卖,普通订单,179,179,0,60,0,0,0,0,0,0,0,0,119,119,-2.38,0,0,0,0,0,0,,-2.38,,0,,''6931668083544889152
2024/7/14 15:23,'6931755916713203433,'6931755916713203433,234.22,聚合账户,已结算,否,2024/7/3 18:45,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931755916713203433
2024/7/14 17:00,'6931701349684811333,'6931701349684811333,234.22,聚合账户,已结算,否,2024/7/2 19:35,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931701349684811333
2024/7/14 16:36,'6931703264785209254,'6931703264785209254,234.22,聚合账户,已结算,否,2024/7/3 16:34,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931703264785209254
2024/7/15 8:54,'6931858260877121187,'6931858260877121187,244.02,聚合账户,已结算,否,2024/7/6 16:06,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931858260877121187
2024/7/15 10:03,'6931778418446833554,'6931778418446833554,234.22,聚合账户,已结算,否,2024/7/4 16:55,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931778418446833554
2024/7/15 9:44,'6931934279750457109,'6931934279750457109,283.22,聚合账户,已结算,否,2024/7/8 16:26,'3653768848580183172,1,小店自卖,普通订单,409,409,0,120,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931934279750457109
2024/7/15 9:42,'6931962271663789616,'6931962271663789616,400.82,聚合账户,已结算,否,2024/7/8 18:24,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931962271663789616
2024/7/15 9:42,'6931739277005952480,'6931739277005952480,146.02,聚合账户,已结算,否,2024/7/3 17:48,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,5,0,0,0,0,0,0,144,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931739277005952480
2024/7/15 9:13,'6931980995163199338,'6931980995163199338,175.42,聚合账户,已结算,否,2024/7/9 16:09,'3621112255317429906,1,小店自卖,普通订单,239,239,0,60,0,0,0,0,0,0,0,0,179,179,-3.58,0,0,0,0,0,0,,-3.58,,0,,''6931980995163199338
2024/7/15 10:55,'6931954856264864846,'6931954856264864846,244.02,聚合账户,已结算,否,2024/7/8 18:28,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931954856264864846
2024/7/15 10:55,'6931785233251833728,'6931785233251833728,146.02,聚合账户,已结算,否,2024/7/4 16:56,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931785233251833728
2024/7/15 10:54,'6931755355431572960,'6931755355431572960,185.22,聚合账户,已结算,否,2024/7/4 16:55,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931755355431572960
2024/7/15 10:54,'6931735554360480950,'6931735554360480950,116.62,聚合账户,已结算,否,2024/7/3 18:53,'3621112255317429906,1,小店自卖,普通订单,179,179,0,60,0,0,0,0,0,0,0,0,119,119,-2.38,0,0,0,0,0,0,,-2.38,,0,,''6931735554360480950
2024/7/15 10:53,'6931753229291755225,'6931753229291755225,146.02,聚合账户,已结算,否,2024/7/3 19:07,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931753229291755225
2024/7/15 10:52,'6931731431835768531,'6931731431835768531,234.22,聚合账户,已结算,否,2024/7/3 19:25,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0.66,0,0,0,238.34,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931731431835768531
2024/7/15 12:05,'6931776224131224625,'6931776224131224625,244.02,聚合账户,已结算,否,2024/7/4 16:21,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931776224131224625
2024/7/15 11:45,'6931846668482123430,'6931846668482123430,185.22,聚合账户,已结算,否,2024/7/6 11:09,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931846668482123430
2024/7/15 11:45,'6931963351848392425,'6931963351848392425,195.02,聚合账户,已结算,否,2024/7/8 16:59,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931963351848392425
2024/7/15 11:43,'6931759703260992706,'6931759703260992706,136.22,聚合账户,已结算,否,2024/7/4 16:50,'3621112255317429906,1,小店自卖,普通订单,199,199,0,60,0,0,0,0,0,0,0,0,139,139,-2.78,0,0,0,0,0,0,,-2.78,,0,,''6931759703260992706
2024/7/15 11:41,'6931742424509519740,'6931742424509519740,185.22,聚合账户,已结算,否,2024/7/3 19:09,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931742424509519740
2024/7/15 11:20,'6931751638075840092,'6931751638075840092,234.22,聚合账户,已结算,否,2024/7/3 18:22,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931751638075840092
2024/7/15 11:15,'6931755474171991954,'6931755474171991954,244.02,聚合账户,已结算,否,2024/7/4 17:06,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931755474171991954
2024/7/15 12:48,'6931751615076701588,'6931751615076701588,185.22,聚合账户,已结算,否,2024/7/3 18:02,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,20,0,0,0,169,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931751615076701588
2024/7/15 12:48,'6931744779343697266,'6931744779343697266,234.22,聚合账户,已结算,否,2024/7/3 19:11,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931744779343697266
2024/7/15 12:41,'6931735593937933555,'6931735593937933555,146.02,聚合账户,已结算,否,2024/7/3 18:36,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931735593937933555
2024/7/15 12:40,'6931731353959995358,'6931731353959995358,185.22,聚合账户,已结算,否,2024/7/3 18:00,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931731353959995358
2024/7/15 12:33,'6931865306989467607,'6931865306989467607,293.02,聚合账户,已结算,否,2024/7/6 21:36,'3645602464511698399,1,小店自卖,普通订单,399,399,0,100,0,0,0,0,0,0,0,0,299,299,-5.98,0,0,0,0,0,0,,-5.98,,0,,''6931865306989467607
2024/7/15 12:33,'6931742340435416197,'6931742340435416197,136.22,聚合账户,已结算,否,2024/7/3 18:04,'3621112255317429906,1,小店自卖,普通订单,199,199,0,60,0,0,0,0.3,0,0,0,0,138.7,139,-2.78,0,0,0,0,0,0,,-2.78,,0,,''6931742340435416197
2024/7/15 12:28,'6931962226060302267,'6931962226060302267,244.02,聚合账户,已结算,否,2024/7/8 18:00,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931962226060302267
2024/7/15 12:28,'6931773979320980940,'6931773979320980940,244.02,聚合账户,已结算,否,2024/7/4 17:38,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931773979320980940
2024/7/15 12:27,'6931749269815760710,'6931749269815760710,185.22,聚合账户,已结算,否,2024/7/3 17:48,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931749269815760710
2024/7/15 12:27,'6931759610686609101,'6931759610686609101,234.22,聚合账户,已结算,否,2024/7/4 16:35,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931759610686609101
2024/7/15 12:09,'6931947929341793683,'6931947929341793683,195.02,聚合账户,已结算,否,2024/7/8 16:17,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931947929341793683
2024/7/15 13:45,'6931954841911826294,'6931954841911826294,195.02,聚合账户,已结算,否,2024/7/8 18:33,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931954841911826294
2024/7/15 13:45,'6931785233251833728,'6931785233251899264,106.82,聚合账户,已结算,否,2024/7/4 16:56,'3659700741888734656,1,小店自卖,普通订单,139,139,0,30,0,0,0,0,0,0,0,0,109,109,-2.18,0,0,0,0,0,0,,-2.18,,0,,''6931785233251899264
2024/7/15 13:44,'6932003591517509334,'6932003591517509334,391.02,聚合账户,已结算,否,2024/7/9 17:45,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,30,0,0.1,0,0,0,0,368.9,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6932003591517509334
2024/7/15 13:42,'6931746865703228679,'6931746865703228679,195.02,聚合账户,已结算,否,2024/7/3 18:05,'3620016564239264842,1,小店自卖,普通订单,239,239,0,40,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931746865703228679
2024/7/15 13:41,'6931776405960464032,'6931776405960464032,400.82,聚合账户,已结算,否,2024/7/4 17:09,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931776405960464032
2024/7/15 13:41,'6931739307174336329,'6931739307174336329,185.22,聚合账户,已结算,否,2024/7/3 17:52,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931739307174336329
2024/7/15 13:39,'6931732445596619858,'6931732445596619858,244.02,聚合账户,已结算,否,2024/7/3 18:08,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931732445596619858
2024/7/15 15:46,'6931771567146014147,'6931771567146014147,234.22,聚合账户,已结算,否,2024/7/4 16:30,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931771567146014147
2024/7/15 15:39,'6931742337559041876,'6931742337559041876,244.02,聚合账户,已结算,否,2024/7/3 18:23,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,82,0,0,0,0,0,0,167,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931742337559041876
2024/7/15 15:34,'6931746988591683548,'6931746988591683548,244.02,聚合账户,已结算,否,2024/7/3 18:18,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931746988591683548
2024/7/15 15:30,'6931735592822380411,'6931735592822380411,391.02,聚合账户,已结算,否,2024/7/3 18:00,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0.1,0,0,0,0,398.9,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931735592822380411
2024/7/15 15:29,'6931737904033305918,'6931737904033305918,410.62,聚合账户,已结算,否,2024/7/3 18:36,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,0,0,0,0,0,0,0,419,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931737904033305918
2024/7/15 15:29,'6931863487198402405,'6931863487198402405,391.02,聚合账户,已结算,否,2024/7/6 18:57,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931863487198402405
2024/7/15 15:29,'6931735448708519029,'6931735448708519029,244.02,聚合账户,已结算,否,2024/7/3 18:24,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931735448708519029
2024/7/15 15:29,'6931731673891017814,'6931731673891017814,195.02,聚合账户,已结算,否,2024/7/3 20:00,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931731673891017814
2024/7/15 15:29,'6931751708704445795,'6931751708704445795,185.22,聚合账户,已结算,否,2024/7/3 18:58,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931751708704445795
2024/7/15 15:20,'6931735786221999827,'6931735786221999827,410.62,聚合账户,已结算,否,2024/7/3 19:49,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,0,0,0,0,0,0,0,419,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931735786221999827
2024/7/16 8:54,'6931840868976367393,'6931840868976367393,293.02,聚合账户,已结算,否,2024/7/5 16:35,'3645602464511698399,1,小店自卖,普通订单,399,399,0,100,0,0,0,0,0,0,0,0,299,299,-5.98,0,0,0,0,0,0,,-5.98,,0,,''6931840868976367393
2024/7/16 9:08,'6931874221876319391,'6931874221876319391,283.22,聚合账户,已结算,否,2024/7/6 16:43,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,5,0,0,0,0,284,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931874221876319391
2024/7/16 10:56,'6931946325624493480,'6931946325624493480,136.22,聚合账户,已结算,否,2024/7/8 19:42,'3621112255317429906,1,小店自卖,普通订单,199,199,0,60,0,0,0,0,0,0,0,0,139,139,-2.78,0,0,0,0,0,0,,-2.78,,0,,''6931946325624493480
2024/7/16 10:55,'6931988452202714983,'6931988452202714983,244.02,聚合账户,已结算,否,2024/7/9 16:29,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,1.16,0,0,0,247.84,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931988452202714983
2024/7/16 10:42,'6931826900377736805,'6931826900377736805,195.02,聚合账户,已结算,否,2024/7/5 18:21,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931826900377736805
2024/7/16 10:35,'6931812747160720970,'6931812747160720970,185.22,聚合账户,已结算,否,2024/7/4 23:49,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,1.16,0,0,0,187.84,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931812747160720970
2024/7/16 11:49,'6931822370958677854,'6931822370958677854,400.82,聚合账户,已结算,否,2024/7/5 17:01,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931822370958677854
2024/7/16 11:43,'6931988565320144097,'6931988565320144097,175.42,聚合账户,已结算,否,2024/7/9 16:31,'3621112255317429906,1,小店自卖,普通订单,239,239,0,60,0,0,0,0,0,0,0,0,179,179,-3.58,0,0,0,0,0,0,,-3.58,,0,,''6931988565320144097
2024/7/16 11:43,'6931843396318664226,'6931843396318664226,391.02,聚合账户,已结算,否,2024/7/5 18:30,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931843396318664226
2024/7/16 11:42,'6931800537031317362,'6931800537031317362,391.02,聚合账户,已结算,否,2024/7/4 18:25,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931800537031317362
2024/7/16 11:42,'6931800634033247569,'6931800634033247569,400.82,聚合账户,已结算,否,2024/7/4 19:02,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931800634033247569
2024/7/16 11:19,'6931836507899958818,'6931836507899958818,391.02,聚合账户,已结算,否,2024/7/5 18:31,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931836507899958818
2024/7/16 13:01,'6931827139328612171,'6931827139328612171,371.42,聚合账户,已结算,否,2024/7/5 19:37,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,15.4,0,0,0,0,0,0,363.6,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931827139328612171
2024/7/16 12:59,'6931829094982030447,'6931829094982030447,136.22,聚合账户,已结算,否,2024/7/5 18:18,'3621112255317429906,1,小店自卖,普通订单,199,199,0,60,0,0,0,0,0,0,0,0,139,139,-2.78,0,0,0,0,0,0,,-2.78,,0,,''6931829094982030447
2024/7/16 12:46,'6932005714222388499,'6932005714222388499,185.22,聚合账户,已结算,否,2024/7/9 17:38,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6932005714222388499
2024/7/16 12:45,'6931791827465737804,'6931791827465737804,391.02,聚合账户,已结算,否,2024/7/4 18:41,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931791827465737804
2024/7/16 12:44,'6931826846253716857,'6931826846253716857,175.42,聚合账户,已结算,否,2024/7/5 17:42,'3621112255317429906,1,小店自卖,普通订单,239,239,0,60,0,0,0,0,0,0,0,0,179,179,-3.58,0,0,0,0,0,0,,-3.58,,0,,''6931826846253716857
2024/7/16 12:38,'6932015332172830115,'6932015332172830115,185.22,聚合账户,已结算,否,2024/7/9 19:15,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6932015332172830115
2024/7/16 12:38,'6931785428565563250,'6931785428565563250,410.62,聚合账户,已结算,否,2024/7/4 18:24,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,0,0,0,0,0,0,0,419,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931785428565563250
2024/7/16 12:32,'6931999090819470999,'6931999090819470999,244.02,聚合账户,已结算,否,2024/7/9 17:41,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931999090819470999
